cluster,gene,expression_1,expression_2,expression_3,expression_4,expression_5,expression_6,expression_7,Pearson_r2,p.adj
nonPAM,Stam,0.1042744740843773,0.1671113818883896,0.1085305139422417,0.2463670521974564,0.2396436631679535,0.3536846935749054,0.2525347173213959,0.818893767471284,0.046827480926123426
nonPAM,Swip-1,0.8712044358253479,0.8310745358467102,0.741172730922699,0.7969309687614441,0.7835509181022644,0.6296836733818054,0.3987824618816376,-0.848068203434486,0.031342980181524
nonPAM,Syn2,0.4639347791671753,0.5308610200881958,0.4096073806285858,0.315115749835968,0.2435129284858704,0.33934086561203,0.1751826107501984,-0.8801116522009217,0.017728295226129908
nonPAM,Tal,0.2026984989643097,0.1503437161445618,0.1162722557783127,0.06199727579951286,0.1156309321522713,0.05868135392665863,0.02668469212949276,-0.9078413079476192,0.009383131608362003
nonPAM,TBCB,0.3367288112640381,0.3348599076271057,0.2889378070831299,0.2772786915302277,0.2786777317523956,0.2264423221349716,0.2300009280443192,-0.9577602116867989,0.001374245992384745
nonPAM,TfIIEbeta,0.2149992287158966,0.1812407523393631,0.1933652460575104,0.1950359642505646,0.1793006062507629,0.1387022137641907,0.1315952986478806,-0.8834027680721771,0.01658339457978111
nonPAM,Uvrag,0.07296627759933472,0.1280033737421036,0.1421911716461182,0.1139443218708038,0.1678390502929688,0.1598672866821289,0.2747586071491241,0.8520275572444931,0.029429594297569223
nonPAM,wls,0.1137183457612991,0.06663376092910767,0.1147602796554565,0.129304051399231,0.1515309810638428,0.133250892162323,0.1995062530040741,0.8150967110315811,0.04917579707423301
nonPAM,x16,0.633169949054718,0.5521577000617981,0.5070378184318542,0.584540843963623,0.5572863221168518,0.4618079960346222,0.3988206088542938,-0.8166105543110342,0.04824507122429878
nonPAM,YL-1,0.184006005525589,0.1748775392770767,0.1356112360954285,0.1141384392976761,0.1190599203109741,0.1103540286421776,0.06682813167572021,-0.9535990588548485,0.0017369551042987984
Oct,Aats-ala,0.02461065165698528,0.02194813080132008,0.02944245375692844,0.1059917509555817,0.111825630068779,0.1162955686450005,0.1087796241044998,0.8819648823746903,0.017099253336600888
Oct,APC10,0,0.141389861702919,0.1613377779722214,0.0664311870932579,0.1704980581998825,0.1991400718688965,0.2795375883579254,0.8210565964970846,0.046121653851760244
Oct,APP-BP1,0.07095950841903687,0.08334482461214066,0.06809637695550919,0.02341125532984734,0.04177750274538994,0.03649575263261795,0,-0.8691158906638202,0.021937313626886328
Oct,cag,0.1871826946735382,0.2013009041547775,0.1345950067043304,0.1130135431885719,0.07511387765407562,0.1341124027967453,0.03989690542221069,-0.8554434332130356,0.027835960685293044
Oct,Cand1,0.2648799121379852,0.1311067640781403,0.1356086730957031,0.06920117139816284,0.1064477562904358,0.1141932457685471,0,-0.825954971219977,0.04324327541623084
Oct,CCHa1-R,0.1532292515039444,0.03436275571584702,0.06673259288072586,0.07056841999292374,0.02565422654151917,0,0,-0.8207069422342038,0.04631990396442895
Oct,Ccm3,0.344157874584198,0.3688319325447083,0.4142021834850311,0.4169217944145203,0.4449909031391144,0.4969730377197266,0.5415593385696411,0.9818448374287297,0.03837754916165609
